panel,drug,auc,lo,hi,n_act
PKIS2,GSK977620,0.547281087564974,0.47593072339250847,0.6186314517374394,82
PKIS2,GSK986310,0.6131363009222278,0.5455836099156707,0.680688991928785,94
PKIS2,GSK993273,0.5300016439256946,0.4578726625104571,0.6021306253409321,79
PKIS2,GW272142,0.5328947368421053,0.31286984761192493,0.7529196260722857,7
PKIS2,GW273749,0.6721485411140583,0.4859713809293451,0.8583257012987715,10
PKIS2,GW275568,0.8464138741916519,0.686187784588542,1.0066399637947618,9
PKIS2,GW281179,0.5438888888888889,0.37405312949957054,0.7137246482782071,12
PKIS2,GW282450,0.6351547388781431,0.4558698263590797,0.8144396513972065,11
PKIS2,GW284543,0.8117030028794735,0.6684129097469693,0.9549930960119777,13
PKIS2,GW320571,0.6310599217103282,0.4899056007943148,0.7722142426263416,18
PKIS2,GW345098,0.5492146596858639,0.28772814654871315,0.8107011728230147,5
PKIS2,GW407034,0.7252823353931387,0.611868844992056,0.8386958257942214,26
PKIS2,GW412617,0.6165105386416861,0.4852738263299444,0.7477472509534279,21
PKIS2,GW424170,0.8870757180156658,0.6739235654011372,1.1002278706301944,4
PKIS2,GW440132,0.4735733435465339,0.3221414297768891,0.6250052573161787,14
PKIS2,GW440135,0.685573476702509,0.5337861393531549,0.8373608140518631,15
PKIS2,GW440137,0.6039313871723844,0.48534395725974233,0.7225188170850264,26
PKIS2,GW440138,0.6375,0.5408396207456103,0.7341603792543896,40
PKIS2,GW440146,0.6244084682440847,0.49613554796613357,0.7526813885220358,22
PKIS2,GW440148,0.6672928176795581,0.5478146519344548,0.7867709834246613,25
PKIS2,GW457859,0.5808800253244698,0.4791061321653289,0.6826539184836107,36
PKIS2,GW461484,0.6898627138877835,0.5778160714459963,0.8019093563295707,28
PKIS2,GW461487,0.5028666985188724,0.3808592827895533,0.6248741142481916,23
PKIS2,GW466413,0.7523052464228935,0.6162729814449586,0.8883375114008285,17
PKIS2,GW468513,0.6538461538461539,0.5528046638772295,0.7548876438150782,36
PKIS2,GW475620,0.7013700692562481,0.5636298291241655,0.8391103093883308,18
PKIS2,GW482059,0.5485564304461942,0.3096364256832033,0.787476435209185,6
PKIS2,GW493036,0.6330174927113703,0.5403835252619372,0.7256514601608034,44
PKIS2,GW494601,0.6791187739463601,0.611435877442642,0.7468016704500782,87
PKIS2,GW494610,0.663305843306849,0.5840164047794751,0.742595281834223,61
PKIS2,GW494702,0.7213211308445089,0.6167413008129005,0.8259009608761173,31
PKIS2,GW497681,0.7545454545454545,0.3625027706976981,1.146588138393211,2
PKIS2,GW514784,0.6775138121546961,0.5585269512596451,0.796500673049747,25
PKIS2,GW514786,0.5322014051522248,0.4029972495236326,0.661405560780817,21
PKIS2,GW515532,0.6689250225835591,0.5290575718046387,0.8087924733624795,18
PKIS2,GW525701,0.485414364640884,0.3693146562890487,0.6015140729927193,25
PKIS2,GW548057,0.3588855742595355,0.2590480900446175,0.4587230584744535,26
PKIS2,GW551191,0.5266018306636155,0.3914395898461852,0.6617640714810459,19
PKIS2,GW552771,0.6779923868602847,0.5837773999042934,0.772207373816276,41
PKIS2,GW554060,0.5226063829787234,0.3470872810653517,0.6981254848920951,11
PKIS2,GW557777,0.5031294792164357,0.4259884100962348,0.5802705483366366,65
PKIS2,GW560106,0.5602723363592929,0.4819050253648315,0.6386396473537542,65
PKIS2,GW560109,0.6355799373040752,0.559134453266212,0.7120254213419385,68
PKIS2,GW560116,0.5273160762942779,0.3953664043273733,0.6592657482611826,20
PKIS2,GW560459,0.5311156235069279,0.4073998631570496,0.6548313838568061,23
PKIS2,GW567142,0.5124038606545016,0.4150229350441278,0.6097847862648754,38
PKIS2,GW567143,0.5032046448499472,0.40626345229777167,0.6001458374021227,38
PKIS2,GW567145,0.5761313971521218,0.4802494897545998,0.6720133045496438,41
PKIS2,GW567148,0.5098342939481268,0.4147682071941911,0.6049003807020625,40
PKIS2,GW569716,0.2660572337042925,0.16518635883640514,0.3669281085721799,17
PKIS2,GW574783,0.5319628647214855,0.34728343720338095,0.71664229223959,10
PKIS2,GW576604,0.6025089605734767,0.44817078716822784,0.7568471339787255,15
PKIS2,GW577382,0.5638283378746594,0.4302012848151194,0.6974553909341994,20
PKIS2,GW578342,0.663361483939074,0.565152135199187,0.7615708326789611,38
PKIS2,GW579362,0.5869010528577567,0.5299636293623032,0.6438384763532102,179
PKIS2,GW582764,0.5075613079019073,0.3769075440637524,0.6382150717400623,20
PKIS2,GW582868,0.6057971014492753,0.5108563590226991,0.7007378438758516,42
PKIS2,GW583340,0.6796992481203008,0.45835708147959464,0.901041414761007,7
PKIS2,GW591947,0.5264360313315927,0.23732313176617464,0.8155489308970107,4
PKIS2,GW595885,0.7891644908616188,0.5228309774918274,1.0554980042314102,4
PKIS2,GW599550,0.385663082437276,0.251965496220596,0.519360668653956,15
PKIS2,GW608005,0.6844155844155844,0.27274663607978117,1.0960845327513875,2
PKIS2,GW621581,0.6327509056040912,0.5144172628854015,0.7510845483227809,26
PKIS2,GW622475,0.5427769985974754,0.45228316112661593,0.6332708360683349,46
